Date,WorkspaceLineId,WorkspaceFactoryName,WorkspaceBuildingName,BuyerName,SMV,SampleSMV,CM,DayTarget,IETarget,TargetEfficiency,ManPowerPresent,PlannedIronMan,PlannedHelper,PlannedOperator,PlannedHours,RunningWorkDay,AchievedEfficiency,dhu
11/11/2025,L068,Alpha Apparels Ltd,Alpha-B2,Buyer 1,26.8,24.89,0.66,2543,889,73,51,2,8,30,9.1,8,48.95,5.38
11/11/2025,L062,Alpha Apparels Ltd,Alpha-B2,Buyer 1,33.26,31.25,0.64,2564,2943,57.2,37,2,8,30,8.8,4,72.6,3.81
11/11/2025,L110,Beta Garments Ltd,Beta-B3,Buyer 1,30.97,30.07,1,1479,561,52.5,48,2,8,30,10.9,9,9361.201585,3.39
11/11/2025,L119,Alpha Apparels Ltd,Alpha-B1,Buyer 2,22.75,21.24,1.18,2321,777,78.3,48,2,8,30,9.9,22,42.69,18.56
11/11/2025,L076,Beta Garments Ltd,Beta-B2,Buyer 1,41.68,45.66,1.31,1557,1861,76.4,50,2,8,30,8.5,14,71.16,2.78
11/11/2025,L052,Gamma Textiles Ltd,Gamma-B2,Buyer 1,43.33,40.11,2.13,2115,1415,78.8,46,2,8,30,10.6,22,43.52,2.73
11/11/2025,L042,Beta Garments Ltd,Beta-B2,Buyer 2,13.76,13.47,0.67,1457,2719,73.4,21,2,8,30,8.2,19,68.69,11.97
11/11/2025,L046,Alpha Apparels Ltd,Alpha-B1,Buyer 1,33.7,32.64,1.17,2348,1408,52.7,49,2,8,30,10.6,17,61.57,10.22
11/11/2025,L051,Alpha Apparels Ltd,Alpha-B2,Buyer 9,18.03,19.32,2.99,1994,2045,72.2,49,2,8,30,9.6,19,60.06,9.86
11/11/2025,L115,Alpha Apparels Ltd,Alpha-B1,Buyer 17,30.57,29.85,0.88,2050,626,56.6,46,2,8,30,9.5,17,81.95,8.17
11/11/2025,L114,Beta Garments Ltd,Beta-B3,Buyer 1,39.25,39.15,2.63,1608,775,78.7,37,2,8,30,10,11,47.87,5.23
11/11/2025,L070,Beta Garments Ltd,Beta-B1,Buyer 3,12.07,12.54,2.31,1604,2771,59,36,2,8,30,8.4,13,38.2,4.97
11/11/2025,L113,Alpha Apparels Ltd,Alpha-B2,Buyer 1,14.62,13.2,0.83,501,2371,58.5,50,2,8,30,8.5,11,55.62,6.81
11/11/2025,L127,Alpha Apparels Ltd,Alpha-B3,Buyer 8,8.24,8.57,1.04,1836,1134,68.5,50,2,8,30,8.4,9,67.36,4.03
11/11/2025,L007,Beta Garments Ltd,Beta-B2,Buyer 3,26.92,28.29,1.78,2455,639,79.6,37,2,8,30,8.4,17,56.93,0
11/11/2025,L128,Alpha Apparels Ltd,Alpha-B3,Buyer 7,39.71,42.09,0.67,1352,2135,71.8,44,2,8,30,9.7,1,87.98,8.8
11/11/2025,L133,Beta Garments Ltd,Beta-B2,Buyer 2,22.28,21.65,1.24,2941,2617,51.2,55,2,8,30,8.2,2,93.89,7.27
11/11/2025,L018,Alpha Apparels Ltd,Alpha-B2,Buyer 12,34.24,33.65,1.49,1686,1997,58.5,34,2,8,30,8.1,21,31.72,8.85
11/11/2025,L006,Beta Garments Ltd,Beta-B2,Buyer 2,30.79,33.62,0.74,681,575,67.5,55,2,8,30,9.2,17,54.11,7.41
11/11/2025,L098,Gamma Textiles Ltd,Gamma-B1,Buyer 1,15.29,16.03,1.16,1236,1620,65.4,43,2,8,30,10.9,22,37.71,2.01
11/11/2025,L005,Gamma Textiles Ltd,Gamma-B3,Buyer 2,38.35,36.46,2.33,1273,2310,57,44,2,8,30,10.5,18,58.28,0
11/11/2025,L138,Gamma Textiles Ltd,Gamma-B3,Buyer 10,31.01,30.19,2.34,668,1999,68.1,37,2,8,30,8.9,13,58.95,9.78
11/11/2025,L085,Beta Garments Ltd,Beta-B1,Buyer 1,28.75,29.82,2.08,1947,2834,61.7,49,2,8,30,10.7,21,43.76,13.11
11/11/2025,L031,Alpha Apparels Ltd,Alpha-B1,Buyer 1,11.33,12.19,1.43,2445,568,72.2,35,2,8,30,8.4,12,78.99,7.26
11/11/2025,L091,Gamma Textiles Ltd,Gamma-B1,Buyer 2,12.13,12.35,2.33,538,2328,76.2,35,2,8,30,11,2,55.03,7.32
11/11/2025,L020,Alpha Apparels Ltd,Alpha-B1,Buyer 5,15.38,15.83,1.23,1197,1547,57.9,52,2,8,30,8.5,17,67.53,2.72
11/11/2025,L099,Beta Garments Ltd,Beta-B2,Buyer 2,42.43,45.3,1.61,2331,644,73.6,45,2,8,30,8.6,12,10.95,9.23
11/11/2025,L102,Beta Garments Ltd,Beta-B2,Buyer 2,11.38,11.75,0.7,1073,1918,70.7,39,2,8,30,9.2,8,44.66,12.19
11/11/2025,L132,Beta Garments Ltd,Beta-B3,Buyer 2,11.15,10.21,1.13,907,1842,61.4,48,2,8,30,10.6,25,35.04,7.9
11/11/2025,L002,Alpha Apparels Ltd,Alpha-B1,Buyer 20,15.71,16.8,1.56,1185,1837,59.9,40,2,8,30,8.9,5,98.56,64.39155456
11/11/2025,L139,Alpha Apparels Ltd,Alpha-B3,Buyer 1,12.08,11.05,2.29,2484,1120,68.7,39,2,8,30,9.4,2,66,3.53
11/11/2025,L100,Alpha Apparels Ltd,Alpha-B2,Buyer 1,26.42,24.6,1.73,2766,1720,58.3,49,2,8,30,10.9,23,48.08,7.55
11/11/2025,L092,Alpha Apparels Ltd,Alpha-B3,Buyer 1,33.1,30.41,2.28,1589,1715,76,32,2,8,30,9.4,9,46.43,11.08
11/11/2025,L032,Alpha Apparels Ltd,Alpha-B1,Buyer 1,18.31,17.54,2.28,2692,1299,72.7,33,2,8,30,8.9,21,72.81,13.59
11/11/2025,L137,Beta Garments Ltd,Beta-B2,Buyer 1,11.95,11.38,2.77,1101,542,55.7,47,2,8,30,9.1,18,31.04,7.92
11/11/2025,L107,Gamma Textiles Ltd,Gamma-B2,Buyer 3,31.37,33.49,1.6,2144,2154,58.4,54,2,8,30,8.6,6,92.79,6.77
11/11/2025,L014,Beta Garments Ltd,Beta-B1,Buyer 1,33.48,31.93,2.81,1731,2025,76.6,41,2,8,30,8.4,25,49.15,5.05
11/11/2025,L094,Gamma Textiles Ltd,Gamma-B2,Buyer 2,23.58,21.27,1.78,2817,2969,72.6,38,2,8,30,10.5,13,21.49,9.68
11/11/2025,L015,Alpha Apparels Ltd,Alpha-B3,Buyer 1,32.04,35.05,1.26,1300,1557,77.8,54,2,8,30,9.4,18,43.53,8.4
11/11/2025,L013,Alpha Apparels Ltd,Alpha-B2,Buyer 2,18.9,18.11,0.88,1658,1480,72.8,23,2,8,30,9.2,12,50.46,3.67
11/11/2025,L135,Alpha Apparels Ltd,Alpha-B1,Buyer 1,8.31,8.22,2.68,1397,2965,76.2,50,2,8,30,9.3,21,43.32,10.06
11/11/2025,L027,Gamma Textiles Ltd,Gamma-B3,Buyer 11,20.54,18.56,1.77,988,1222,74,30,2,8,30,8,16,87.68,9.3
11/11/2025,L095,Gamma Textiles Ltd,Gamma-B2,Buyer 2,22.96,20.96,1.8,1038,1871,78.7,51,2,8,30,9.6,22,97.92,0
11/11/2025,L011,Alpha Apparels Ltd,Alpha-B1,Buyer 1,14.53,15.67,2.55,1311,605,53.1,37,2,8,30,10.6,17,34.47,0
11/11/2025,L134,Alpha Apparels Ltd,Alpha-B3,Buyer 1,29.04,29.98,0.68,2470,1449,66.9,38,2,8,30,9.6,13,83.48,10.31
11/11/2025,L016,Gamma Textiles Ltd,Gamma-B1,Buyer 1,26.7,24.61,2.69,1183,726,57,45,2,8,30,8.5,9,68.25,10.39
11/11/2025,L088,Alpha Apparels Ltd,Alpha-B1,Buyer 16,13.95,14.02,0.78,648,2045,62.5,43,2,8,30,8.4,3,94.81,0
11/11/2025,L010,Beta Garments Ltd,Beta-B3,Buyer 2,26.9,27.39,0.83,2200,1382,68.4,59,2,8,30,9.5,8,56.42,3.87
11/11/2025,L096,Alpha Apparels Ltd,Alpha-B3,Buyer 12,11.96,13.15,1.09,2306,1975,78.8,49,2,8,30,8.6,15,94.5,15.76
11/11/2025,L093,Gamma Textiles Ltd,Gamma-B3,Buyer 14,8.19,8.36,0.57,2545,1296,64.4,56,2,8,30,9.5,15,50.93,7.43
11/11/2025,L086,Beta Garments Ltd,Beta-B1,Buyer 1,17.49,18.63,2.29,1460,1273,68.1,47,2,8,30,8.8,17,74.66,0.7
11/11/2025,L103,Gamma Textiles Ltd,Gamma-B2,Buyer 2,28.76,31.01,2.64,1858,1232,79.7,29,2,8,30,8.8,25,87.14,4.69
11/11/2025,L025,Alpha Apparels Ltd,Alpha-B3,Buyer 1,25.73,24.49,2.79,2344,1055,66.8,41,2,8,30,10.2,15,60.62,11.39
11/11/2025,L008,Alpha Apparels Ltd,Alpha-B2,Buyer 1,14.93,13.84,2.1,1204,716,75,57,2,8,30,9.9,5,34.29,6.14
11/11/2025,L106,Alpha Apparels Ltd,Alpha-B2,Buyer 1,26.79,24.71,2.14,553,2911,77.4,39,2,8,30,9.2,3,56.91,7.54
11/11/2025,L104,Alpha Apparels Ltd,Alpha-B3,Buyer 3,30.84,28.74,2.09,2495,729,75.2,41,2,8,30,10.6,14,41.13,4.36
11/11/2025,L023,Beta Garments Ltd,Beta-B3,Buyer 6,19.25,17.66,0.92,2582,1985,74.8,42,2,8,30,8.1,4,73.99,12.73
11/11/2025,L108,Alpha Apparels Ltd,Alpha-B2,Buyer 13,33.41,31.95,0.95,2357,1120,78.6,37,2,8,30,8.6,5,64.44,6.93
11/11/2025,L131,Beta Garments Ltd,Beta-B3,Buyer 23,36.01,37.28,0.52,2408,2001,75.9,38,2,8,30,10.1,4,30.16,8.45
11/11/2025,L101,Alpha Apparels Ltd,Alpha-B3,Buyer 1,19.67,20.4,2.79,2111,2403,59.8,48,2,8,30,10.9,17,22.67,6.68
11/11/2025,L090,Gamma Textiles Ltd,Gamma-B1,Buyer 8,44.34,40.11,0.58,1685,2866,58.1,47,2,8,30,9.2,19,63.85,9.02
11/12/2025,L072,Alpha Apparels Ltd,Alpha-B3,Buyer 12,41.56,43.34,0.65,1292,1687,64.3,44,2,8,30,9.6,5,81.96,10.08
11/12/2025,L130,Beta Garments Ltd,Beta-B1,Buyer 13,21.12,19.44,0.95,1335,1779,61,42,2,8,30,8.6,10,43.24,17.09
11/12/2025,L085,Beta Garments Ltd,Beta-B1,Buyer 1,28.75,28.07,2.75,1439,1047,64.6,35,2,8,30,9.8,11,39.26,15.91
11/12/2025,L127,Alpha Apparels Ltd,Alpha-B3,Buyer 8,8.24,8.36,2.85,1044,1594,51.4,39,2,8,30,10.5,17,60.88,2.09
11/12/2025,L035,Alpha Apparels Ltd,Alpha-B1,Buyer 1,20.61,22.65,2.9,1255,2343,57.8,41,2,8,30,8.8,15,69.92,18.46
11/12/2025,L066,Alpha Apparels Ltd,Alpha-B2,Buyer 2,36.32,39.52,1.44,2654,2775,61.6,43,2,8,30,9.4,10,75.4,10.59
11/12/2025,L088,Alpha Apparels Ltd,Alpha-B1,Buyer 16,13.95,14.27,2.01,709,1109,77.3,52,2,8,30,10.7,6,87.24,1.31
11/12/2025,L138,Gamma Textiles Ltd,Gamma-B3,Buyer 10,31.01,31.04,1.73,541,1829,77.7,27,2,8,30,9.2,13,57.99,11.16
11/12/2025,L044,Alpha Apparels Ltd,Alpha-B2,Buyer 1,16.56,17.88,1.62,1775,1730,51.4,55,2,8,30,10.7,17,43.85,4.52
11/12/2025,L010,Beta Garments Ltd,Beta-B3,Buyer 2,26.9,28.75,2.47,681,2564,58.4,54,2,8,30,8.8,25,67.7,5.38
11/12/2025,L026,Gamma Textiles Ltd,Gamma-B1,Buyer 1,44.87,42.17,2.63,2837,1379,65.3,38,2,8,30,9,25,57.28,1.79
11/12/2025,L016,Gamma Textiles Ltd,Gamma-B1,Buyer 1,26.7,26.03,2.74,906,1085,69.5,42,2,8,30,10.3,17,3707.384085,7.88
11/12/2025,L101,Alpha Apparels Ltd,Alpha-B3,Buyer 1,19.67,21.23,0.52,2053,527,54.6,59,2,8,30,10.2,24,29.58,4.78
11/12/2025,L000,Beta Garments Ltd,Beta-B2,Buyer 3,36.14,36.76,0.79,2173,516,55.5,36,2,8,30,9.3,10,71.51,8.72
11/12/2025,L055,Alpha Apparels Ltd,Alpha-B2,Buyer 7,21.48,23.06,0.87,2946,2455,76,52,2,8,30,8.1,19,84.12,11.53
11/12/2025,L116,Gamma Textiles Ltd,Gamma-B3,Buyer 1,41.51,40.17,0.84,622,1465,64.8,47,2,8,30,8.9,24,15.78,3.27
11/12/2025,L048,Alpha Apparels Ltd,Alpha-B1,Buyer 3,27.13,25.67,2.69,1449,2443,77.1,37,2,8,30,8.2,4,74.76,8.55
11/12/2025,L020,Alpha Apparels Ltd,Alpha-B1,Buyer 5,15.38,14.64,2.57,1224,1516,79.3,56,2,8,30,9,22,56.81,3.38
11/12/2025,L136,Beta Garments Ltd,Beta-B3,Buyer 1,12.09,11.26,2.85,791,1858,56.4,35,2,8,30,8.2,20,33.43,4.7
11/12/2025,L062,Alpha Apparels Ltd,Alpha-B2,Buyer 1,33.26,32,2.73,2094,2171,72.2,48,2,8,30,8.7,24,64.84,2.96
11/12/2025,L131,Beta Garments Ltd,Beta-B3,Buyer 23,36.01,33.77,2.45,1452,2539,63.9,52,2,8,30,10.2,13,37.23,9.92
11/12/2025,L011,Alpha Apparels Ltd,Alpha-B1,Buyer 1,14.53,14.7,2.26,2167,770,62.3,28,2,8,30,9.7,2,36.64,1.92
11/12/2025,L122,Gamma Textiles Ltd,Gamma-B2,Buyer 22,44.87,45.16,0.57,1264,1098,77.2,36,2,8,30,9.8,22,92.55,1.02
11/12/2025,L134,Alpha Apparels Ltd,Alpha-B3,Buyer 1,29.04,30.61,2.53,1065,1780,75.6,50,2,8,30,8.5,8,76.1,8.41
11/12/2025,L068,Alpha Apparels Ltd,Alpha-B2,Buyer 1,26.8,29.4,2.75,636,745,71.6,58,2,8,30,9.4,1,53.88,5.65
11/12/2025,L123,Beta Garments Ltd,Beta-B2,Buyer 13,42.69,39.91,2.53,942,1912,70.7,32,2,8,30,10.4,24,62.79,5.76
11/12/2025,L091,Gamma Textiles Ltd,Gamma-B1,Buyer 2,12.13,12.44,2.67,1298,2276,78.6,40,2,8,30,8.1,3,63.86,7.53
11/12/2025,L056,Alpha Apparels Ltd,Alpha-B3,Buyer 1,31.76,34.28,1.53,2814,1478,70.9,60,2,8,30,10.9,1,26.08,12.01
11/12/2025,L005,Gamma Textiles Ltd,Gamma-B3,Buyer 2,38.35,38.09,0.56,1613,1503,51.4,44,2,8,30,8.3,17,73.03,3.6
11/12/2025,L019,Alpha Apparels Ltd,Alpha-B3,Buyer 1,22.03,20.74,2.16,1399,2894,52.7,43,2,8,30,10.3,18,63.28,5.75
11/12/2025,L104,Alpha Apparels Ltd,Alpha-B3,Buyer 3,30.84,28.14,2.13,1144,1775,70.4,62,2,8,30,10.2,23,55.03,4.39
11/12/2025,L111,Alpha Apparels Ltd,Alpha-B1,Buyer 1,37.82,34.18,2.03,518,2231,64.4,35,2,8,30,10,10,60.39,2.91
11/12/2025,L133,Beta Garments Ltd,Beta-B2,Buyer 2,22.28,24.11,0.77,1372,1674,55.1,46,2,8,30,8.1,8,105.54,8.81
11/12/2025,L058,Alpha Apparels Ltd,Alpha-B3,Buyer 1,14.93,13.65,1.52,1108,1563,62.8,55,2,8,30,9.1,24,90.32,5.46
11/12/2025,L097,Gamma Textiles Ltd,Gamma-B3,Buyer 2,40.96,37.72,2.34,1905,2396,69,44,2,8,30,8.1,20,26.58,6.26
11/12/2025,L128,Alpha Apparels Ltd,Alpha-B3,Buyer 7,39.71,40.7,1.86,1885,1324,64.5,63,2,8,30,9.8,10,89.11,8.89
11/12/2025,L137,Beta Garments Ltd,Beta-B2,Buyer 1,11.95,11.13,0.99,2959,723,64.9,43,2,8,30,10,5,42.69,6.34
11/12/2025,L030,Beta Garments Ltd,Beta-B3,Buyer 1,8.32,7.68,0.94,1271,532,63.5,54,2,8,30,10.8,17,30.59,108.7556191
11/12/2025,L033,Beta Garments Ltd,Beta-B1,Buyer 1,41.65,45.7,1.71,1496,2707,60.9,44,2,8,30,9.2,6,89.38,5.57
11/12/2025,L008,Alpha Apparels Ltd,Alpha-B2,Buyer 1,14.93,13.51,0.72,1473,1882,65.9,42,2,8,30,10.5,5,34.48,4.63
11/12/2025,L018,Alpha Apparels Ltd,Alpha-B2,Buyer 12,34.24,32.36,2.36,2051,2770,72.9,42,2,8,30,9.4,22,27.14,9.08
11/12/2025,L110,Beta Garments Ltd,Beta-B3,Buyer 1,30.97,32.89,0.9,2382,1284,51.2,48,2,8,30,9.9,22,114.84,4.55
11/12/2025,L103,Gamma Textiles Ltd,Gamma-B2,Buyer 2,28.76,28.23,0.77,2562,2183,67.5,50,2,8,30,9.4,1,90.55,4.22
11/12/2025,L099,Beta Garments Ltd,Beta-B2,Buyer 2,42.43,40.19,1.53,2931,1771,54.1,35,2,8,30,9.1,5,18.18,10.79
11/12/2025,L076,Beta Garments Ltd,Beta-B2,Buyer 1,41.68,38.06,2.85,1958,1418,60.2,44,2,8,30,9.9,3,71.58,2.12
11/12/2025,L009,Gamma Textiles Ltd,Gamma-B2,Buyer 1,29.04,31.12,1.13,2221,1892,59.6,40,2,8,30,9.5,9,27.14,2.78
11/12/2025,L071,Gamma Textiles Ltd,Gamma-B2,Buyer 1,13,12.51,1.48,1895,2732,51.6,38,2,8,30,8.2,8,53.5,11.17
11/12/2025,L060,Alpha Apparels Ltd,Alpha-B1,Buyer 7,10.37,9.44,0.76,506,2077,62.8,44,2,8,30,9.3,21,41.7,7.67
11/12/2025,L029,Beta Garments Ltd,Beta-B2,Buyer 17,28.6,31.32,1.75,1809,1109,76.3,47,2,8,30,8.9,20,53.29,2.14
11/12/2025,L017,Alpha Apparels Ltd,Alpha-B1,Buyer 23,35.53,32.17,0.6,962,2771,66.2,44,2,8,30,10.6,6,66.58,4.75
11/12/2025,L086,Beta Garments Ltd,Beta-B1,Buyer 1,17.49,16.65,1.96,2686,1481,73.1,35,2,8,30,8.6,13,69.99,2.58
11/12/2025,L082,Alpha Apparels Ltd,Alpha-B1,Buyer 1,37.55,35.25,2.07,2410,566,57.3,46,2,8,30,9.9,4,111.7,9.24
11/12/2025,L057,Beta Garments Ltd,Beta-B3,Buyer 2,22.07,23.81,0.83,2806,2432,64.9,40,2,8,30,10.1,24,53.36,3.56
11/12/2025,L049,Beta Garments Ltd,Beta-B2,Buyer 1,33.34,30.43,0.73,2315,659,56.2,51,2,8,30,8.2,22,29.39,10.23
11/12/2025,L079,Alpha Apparels Ltd,Alpha-B3,Buyer 1,27.15,27.62,2.25,1283,635,61.5,51,2,8,30,9.2,12,72.31,6.96
11/12/2025,L118,Beta Garments Ltd,Beta-B2,Buyer 1,39.12,35.85,1.36,624,2395,52,26,2,8,30,9.7,4,74.63,0
11/12/2025,L075,Alpha Apparels Ltd,Alpha-B3,Buyer 3,38.76,42.46,2.18,1302,1682,57.6,48,2,8,30,9.3,22,37.17,7.73
11/12/2025,L047,Beta Garments Ltd,Beta-B3,Buyer 9,25.56,26.71,2.05,1502,1557,74.2,35,2,8,30,8.1,5,48.19,14.74
11/12/2025,L090,Gamma Textiles Ltd,Gamma-B1,Buyer 8,44.34,45.45,1.9,1989,2062,51.9,40,2,8,30,9.6,19,61.64,9.36
11/12/2025,L028,Beta Garments Ltd,Beta-B3,Buyer 1,44.7,45.81,2.35,2819,2566,78.2,57,2,8,30,10.7,18,36.74,8.08
11/12/2025,L117,Alpha Apparels Ltd,Alpha-B3,Buyer 17,30.33,28.71,1.6,838,793,66.7,32,2,8,30,8.9,21,54.95,9.44
11/12/2025,L042,Beta Garments Ltd,Beta-B2,Buyer 2,13.76,14.34,2.06,2342,601,79.3,40,2,8,30,9.8,24,59.35,14.26
11/12/2025,L132,Beta Garments Ltd,Beta-B3,Buyer 2,11.15,12.11,0.54,2262,1281,69.5,43,2,8,30,9.4,5,32.78,8.84
11/12/2025,L119,Alpha Apparels Ltd,Alpha-B1,Buyer 2,22.75,21.61,2.71,1329,1325,57.6,42,2,8,30,8.5,12,35.86,15.91
11/12/2025,L032,Alpha Apparels Ltd,Alpha-B1,Buyer 1,18.31,17,1.81,1505,2603,53.1,34,2,8,30,8.6,15,76.98,0
11/12/2025,L106,Alpha Apparels Ltd,Alpha-B2,Buyer 1,26.79,25.34,2.94,1684,728,65.3,48,2,8,30,8.4,1,58.7,13.05
11/12/2025,L073,Gamma Textiles Ltd,Gamma-B1,Buyer 14,13.71,13.29,0.82,1454,1527,74.3,50,2,8,30,10.6,17,64.47,3.06
11/12/2025,L034,Alpha Apparels Ltd,Alpha-B1,Buyer 1,43.27,45.62,1.41,2902,836,55.9,45,2,8,30,8.3,7,55.53,2.36
11/12/2025,L021,Alpha Apparels Ltd,Alpha-B1,Buyer 1,9.65,9.55,1.28,1628,1860,77.8,47,2,8,30,10.7,9,41.43,8.07
11/12/2025,L027,Gamma Textiles Ltd,Gamma-B3,Buyer 11,20.54,18.84,0.91,1901,1003,57.8,40,2,8,30,9.3,17,76.16,10.27
11/12/2025,L053,Alpha Apparels Ltd,Alpha-B1,Buyer 1,43.42,47.7,1.89,2848,2346,79.9,39,2,8,30,9.2,11,38.83,7.1
11/12/2025,L002,Alpha Apparels Ltd,Alpha-B1,Buyer 20,15.71,14.26,1.04,1696,1195,76.5,44,2,8,30,8.2,17,92.35,11.01
11/12/2025,L074,Alpha Apparels Ltd,Alpha-B1,Buyer 14,17.4,16.82,1.84,1990,2480,57.2,44,2,8,30,10.9,19,85.02,22.53
11/12/2025,L039,Alpha Apparels Ltd,Alpha-B3,Buyer 1,19.3,18.04,2.2,976,2897,54.5,39,2,8,30,10.4,6,30.38,1.79
11/12/2025,L015,Alpha Apparels Ltd,Alpha-B3,Buyer 1,32.04,29.05,1.89,2923,2839,77,44,2,8,30,9.7,4,40.41,7.21
11/12/2025,L120,Alpha Apparels Ltd,Alpha-B1,Buyer 5,12.82,13.6,2.16,1893,2837,63.5,29,2,8,30,9.6,7,12469.34317,3.26
11/12/2025,L129,Alpha Apparels Ltd,Alpha-B2,Buyer 2,39.88,41.74,1.47,2799,2687,79.2,43,2,8,30,10.1,17,57.78,8.44
11/12/2025,L084,Alpha Apparels Ltd,Alpha-B3,Buyer 1,33.37,30.79,1.4,2321,2255,74.3,58,2,8,30,9,18,26.17,23.22
11/12/2025,L135,Alpha Apparels Ltd,Alpha-B1,Buyer 1,8.31,7.63,2.29,2152,1972,75.3,40,2,8,30,8.3,14,35.87,8.97
11/12/2025,L139,Alpha Apparels Ltd,Alpha-B3,Buyer 1,12.08,11.62,2.82,772,1783,75.7,50,2,8,30,8.6,24,66.6,2.68
11/12/2025,L115,Alpha Apparels Ltd,Alpha-B1,Buyer 17,30.57,30.9,2.28,720,1406,64.2,37,2,8,30,9.8,4,68.88,8.1
11/12/2025,L087,Gamma Textiles Ltd,Gamma-B2,Buyer 1,25.36,24.37,0.62,1187,940,71.7,30,2,8,30,10.2,23,34.05,5.23
11/12/2025,L043,Alpha Apparels Ltd,Alpha-B1,Buyer 18,28.28,29.13,1,1149,1470,76.5,42,2,8,30,9.1,3,30.3,0
11/12/2025,L013,Alpha Apparels Ltd,Alpha-B2,Buyer 2,18.9,19.61,1.64,1931,2956,57,39,2,8,30,8.2,6,55.13,5.39
11/12/2025,L109,Beta Garments Ltd,Beta-B1,Buyer 22,22.34,23.52,0.56,1648,2169,63.8,56,2,8,30,8,12,62.45,0
11/12/2025,L052,Gamma Textiles Ltd,Gamma-B2,Buyer 1,43.33,43.14,1.86,2843,896,69.3,43,2,8,30,9.1,18,31.35,3.59
11/12/2025,L024,Beta Garments Ltd,Beta-B2,Buyer 10,24.6,26.62,2.9,1436,2085,69.4,47,2,8,30,8.2,25,56.02,6.19
11/12/2025,L038,Gamma Textiles Ltd,Gamma-B1,Buyer 1,13.77,14.66,1.59,783,1599,61.5,36,2,8,30,9.7,12,59.88,8.76
11/12/2025,L012,Gamma Textiles Ltd,Gamma-B1,Buyer 1,41.57,44.44,0.62,552,2518,77.8,59,2,8,30,9.4,9,88.14,5.42
11/12/2025,L065,Beta Garments Ltd,Beta-B3,Buyer 1,23.26,22.18,2.68,1829,2812,53,38,2,8,30,10,22,30.64,11.15
11/12/2025,L094,Gamma Textiles Ltd,Gamma-B2,Buyer 2,23.58,24.06,2.42,1339,1413,56.8,51,2,8,30,9.7,6,30.39,12.48
11/12/2025,L003,Alpha Apparels Ltd,Alpha-B1,Buyer 1,31.03,31.22,2.75,1682,2784,68,43,2,8,30,10.2,12,46.95,5.7
11/12/2025,L040,Beta Garments Ltd,Beta-B1,Buyer 1,27.23,26.03,1.18,2103,1727,67.5,44,2,8,30,8.1,3,99.49,4.24
11/12/2025,L077,Gamma Textiles Ltd,Gamma-B2,Buyer 2,19.62,18.7,2.03,880,2434,67.1,44,2,8,30,10.1,7,59.81,13.46
11/12/2025,L014,Beta Garments Ltd,Beta-B1,Buyer 1,33.48,33.11,0.58,1708,2205,63.4,49,2,8,30,8.4,13,58.43,4.49
11/12/2025,L114,Beta Garments Ltd,Beta-B3,Buyer 1,39.25,42.18,1.08,1787,2247,76.1,38,2,8,30,8.2,6,58.46,7.05
11/12/2025,L095,Gamma Textiles Ltd,Gamma-B2,Buyer 2,22.96,21.05,0.61,1060,1101,57.2,48,2,8,30,10.4,11,109.68,7.07
11/12/2025,L112,Beta Garments Ltd,Beta-B2,Buyer 1,24.65,23.79,2.4,909,2340,54.3,39,2,8,30,9,3,52.98,11.36
11/12/2025,L089,Beta Garments Ltd,Beta-B1,Buyer 3,20.92,19.88,2.82,2794,1236,75.3,37,2,8,30,8.2,2,98.78,10.12
11/12/2025,L093,Gamma Textiles Ltd,Gamma-B3,Buyer 14,8.19,8.23,0.62,1657,926,64.4,39,2,8,30,10.3,12,40.76,9.08
11/12/2025,L050,Beta Garments Ltd,Beta-B2,Buyer 2,30.03,27.35,0.76,1347,796,67.5,53,2,8,30,9,21,9178.966777,6.31
11/12/2025,L102,Beta Garments Ltd,Beta-B2,Buyer 2,11.38,11.78,1.21,2255,1674,59.1,32,2,8,30,8.2,14,46.38,12.83
11/13/2025,L052,Gamma Textiles Ltd,Gamma-B2,Buyer 1,43.33,45.59,1.43,2796,2054,71.6,37,2,8,30,9.8,6,33.05,2.1
11/13/2025,L073,Gamma Textiles Ltd,Gamma-B1,Buyer 14,13.71,14.44,2.76,2357,1881,55.3,52,2,8,30,8.1,22,65.86,1.32
11/13/2025,L036,Alpha Apparels Ltd,Alpha-B1,Buyer 1,12.36,11.23,2.32,887,2420,61.9,34,2,8,30,10.8,24,66.16,4.64
11/13/2025,L071,Gamma Textiles Ltd,Gamma-B2,Buyer 1,13,12.47,1.59,657,689,73.8,34,2,8,30,10.8,11,64.73,10.76
11/13/2025,L017,Alpha Apparels Ltd,Alpha-B1,Buyer 23,35.53,38.68,1.33,752,1049,55.3,61,2,8,30,10.6,8,55.73,7.94
11/13/2025,L117,Alpha Apparels Ltd,Alpha-B3,Buyer 17,30.33,31.88,0.69,1842,2043,61.5,49,2,8,30,8.3,3,69.72,12.13
11/13/2025,L104,Alpha Apparels Ltd,Alpha-B3,Buyer 3,30.84,30.31,2.66,2509,883,61,57,2,8,30,9.6,18,52.36,4.39
11/13/2025,L080,Beta Garments Ltd,Beta-B1,Buyer 14,25.27,25.18,1.11,2356,1191,68.7,31,2,8,30,9.9,4,29.96,7.41
11/13/2025,L051,Alpha Apparels Ltd,Alpha-B2,Buyer 9,18.03,17.63,1.13,2143,1466,65.6,46,2,8,30,8.7,25,64.25,9.03
